ID_UC_G0,GC_UCN_MAI_2025,GC_CNT_GAD_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,IN_CIS_ENE_2020,IN_CIS_TRA_2020,IN_CIS_WAT_2020,IN_CIS_WAS_2020,IN_CIS_TEL_2020,IN_CIS_HEA_2020,IN_CIS_EDU_2020,IN_CIS_ALL_2020,IN_ROA_LEN_2024,IN_ROA_DEN_2024
2075,Dalauabari,Bangladesh,42.00,88131.56,Lower Middle,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9116.31,0.00
2076,Myingyan,Myanmar,19.00,127336.82,Lower Middle,Eastern and South-Eastern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,171392.03,0.01
2077,Nakhon Pathom,Thailand,62.00,185770.91,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.05,1092326.19,0.02
2078,Sibolga,Indonesia,16.00,71382.17,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,105228.70,0.01
2079,Đông Anh,Vietnam,102.00,295748.44,Lower Middle,Eastern and South-Eastern Asia,0.03,0.04,0.00,0.00,0.00,0.00,0.01,0.08,1186879.23,0.01
2080,Seremban,Malaysia,120.00,402053.09,Upper Middle,Eastern and South-Eastern Asia,0.06,0.04,0.00,0.00,0.00,0.00,0.03,0.15,2408614.15,0.02
2081,Unjon,North Korea,6.00,95306.06,Low income,Eastern and South-Eastern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,24906.01,0.00
2082,Cheongju-si,South Korea,85.00,691161.35,High income,Eastern and South-Eastern Asia,0.03,0.04,0.00,0.00,0.00,0.00,0.03,0.12,1618304.36,0.02
2083,Yilan City,Taiwan,19.00,76045.03,High income,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.05,329363.17,0.02
2084,Yame,Japan,33.00,65723.74,High income,Eastern and South-Eastern Asia,0.03,0.05,0.00,0.00,0.00,0.00,0.02,0.12,781870.21,0.02
2085,Floridablanca,Philippines,25.00,83923.76,Lower Middle,Eastern and South-Eastern Asia,0.04,0.03,0.01,0.00,0.01,0.02,0.02,0.14,181201.33,0.01
2086,Mount Annan,Australia,23.00,57356.26,High income,Australia and New Zealand,0.04,0.04,0.13,0.02,0.01,0.01,0.05,0.35,409512.11,0.02
2087,Santa Rosa,United States,62.00,147435.95,High income,Northern America,0.06,0.03,0.00,0.00,0.00,0.01,0.02,0.15,1553296.01,0.03
2088,Esperanza,México,15.00,59485.06,Upper Middle,Latin America and the Caribbean,0.04,0.03,0.00,0.00,0.00,0.00,0.01,0.08,204195.93,0.01
2089,Guatemala City,Guatemala,470.00,2900618.85,Upper Middle,Latin America and the Caribbean,0.01,0.03,0.00,0.00,0.00,0.02,0.01,0.08,6799894.85,0.01
2090,Santo Domingo de los Tsachilas,Ecuador,56.00,357691.94,Upper Middle,Latin America and the Caribbean,0.02,0.02,0.00,0.00,0.00,0.02,0.02,0.08,978485.47,0.02
2092,Pitalito,Colombia,14.00,77842.03,Upper Middle,Latin America and the Caribbean,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,226792.75,0.02
2093,Puerto Padre,Cuba,6.00,51483.36,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,93455.26,0.02
2094,Boconó,Venezuela,11.00,58677.18,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.05,104822.23,0.01
2095,Cap-Haitien,Haiti,40.00,340357.01,Lower Middle,Latin America and the Caribbean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,483583.70,0.01
2096,Windsor,Canada,122.00,244810.31,High income,Northern America,0.07,0.10,0.04,0.03,0.05,0.06,0.09,0.49,2192217.00,0.02
2097,Melipilla,Chile,9.00,61858.57,High income,Latin America and the Caribbean,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.04,201929.35,0.02
2098,Cutral Có,Argentina,15.00,59572.92,Upper Middle,Latin America and the Caribbean,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.04,331552.43,0.02
2099,Lucas do Rio Verde,Brazil,21.00,62757.72,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.02,0.00,0.00,0.06,377602.87,0.02
2100,Dahra Djoloff,Senegal,10.00,73946.20,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165952.54,0.02
2101,Balato,Guinea,10.00,67049.19,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100679.18,0.01
2102,Casablanca,Morocco,415.00,4577677.35,Lower Middle,Northern Africa and Western Asia,0.06,0.04,0.00,0.00,0.00,0.01,0.01,0.13,6473539.66,0.02
2103,Bouaflé,Côte d'Ivoire,17.00,154187.42,Lower Middle,Sub-Saharan Africa,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.03,167362.51,0.01
2104,Dos Hermanas,Spain,20.00,97843.82,High income,Europe,0.06,0.04,0.00,0.00,0.00,0.01,0.02,0.16,409706.18,0.02
2105,Koro,Mali,10.00,52443.58,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127235.51,0.01
2106,Taunton,United Kingdom,19.00,57938.59,High income,Europe,0.07,0.02,0.00,0.00,0.00,0.00,0.02,0.13,469290.20,0.02
2107,Cape Coast,Ghana,63.00,283454.23,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.03,466246.61,0.01
2108,Fada N'Gourma,Burkina Faso,32.00,140170.51,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,284831.87,0.01
2109,Relizane,Algeria,16.00,133292.98,Lower Middle,Northern Africa and Western Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.06,260856.88,0.02
2110,Rouen,France,100.00,309210.40,High income,Europe,0.05,0.04,0.00,0.00,0.01,0.02,0.01,0.14,2271377.46,0.02
2111,Kétou,Benin,15.00,90464.47,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,177050.03,0.01
2112,Eruwa,Nigeria,20.00,127062.25,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,107042.78,0.01
2113,Bussum,Netherlands,22.00,54330.61,High income,Europe,0.02,0.03,0.01,0.00,0.06,0.01,0.01,0.15,433253.12,0.02
2114,Unna,Germany,23.00,60887.30,High income,Europe,0.06,0.06,0.00,0.00,0.01,0.02,0.02,0.19,509425.44,0.02
2115,Maradi,Niger,66.00,673215.44,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.03,893727.46,0.01
2116,Cremona,Italy,13.00,50804.22,High income,Europe,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.05,279643.10,0.02
2117,Sfax,Tunisia,182.00,649271.87,Lower Middle,Northern Africa and Western Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.05,2336604.04,0.01
2118,Ebolowa,Cameroon,22.00,158781.10,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155790.77,0.01
2119,Ostrów Wielkopolski,Poland,21.00,63175.87,High income,Europe,0.05,0.02,0.00,0.00,0.01,0.00,0.00,0.09,471585.00,0.02
2120,Cubal,Angola,19.00,106304.14,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98412.40,0.01
2121,Kenge,Democratic Republic of the Congo,20.00,108939.94,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,107567.39,0.01
2122,Ati,Chad,13.00,126644.07,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116796.63,0.01
2123,Piatra Neamț,Romania,17.00,70378.27,High income,Europe,0.03,0.01,0.00,0.00,0.00,0.01,0.00,0.05,335206.56,0.02
2124,Kimberley,South Africa,60.00,259456.60,Upper Middle,Sub-Saharan Africa,0.04,0.01,0.00,0.00,0.00,0.00,0.01,0.07,883606.82,0.01
2125,Kyiv,Ukraine,410.00,2575199.12,Lower Middle,Europe,0.07,0.04,0.00,0.00,0.01,0.03,0.05,0.24,11099670.97,0.03
2126,Balıkesir,Turkey,38.00,318028.90,Upper Middle,Northern Africa and Western Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.06,995872.26,0.03
2128,Фокинский район,Russia,16.00,97858.05,Upper Middle,Europe,0.02,0.04,0.00,0.00,0.00,0.00,0.02,0.09,261245.66,0.02
2129,Nikla Al Inab,Egypt,11.00,55576.68,Lower Middle,Northern Africa and Western Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.08,89545.66,0.01
2130,Ndola,Zambia,109.00,559469.32,Lower Middle,Sub-Saharan Africa,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.06,1238853.17,0.01
2131,Beit Shemesh,Israel,14.00,70200.73,High income,Northern Africa and Western Asia,0.05,0.04,0.00,0.00,0.00,0.00,0.02,0.12,239690.89,0.02
2132,Al Qusair,Syria,7.00,52102.36,Low income,Northern Africa and Western Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.05,97159.23,0.01
2133,Nansio,Tanzania,15.00,69000.36,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109133.64,0.01
2134,Jinja,Uganda,73.00,245758.53,Low income,Sub-Saharan Africa,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.05,473523.56,0.01
2135,-,South Sudan,12.00,80121.20,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10601.68,0.00
2136,Vilanculos,Mozambique,28.00,75978.18,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289957.50,0.01
2137,Gutin,Ethiopia,4.00,50162.91,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,49556.05,0.01
2138,Nyeri,Kenya,18.00,66311.78,Lower Middle,Sub-Saharan Africa,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,141908.43,0.01
2139,Xebat,Iraq,7.00,54019.75,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,119621.57,0.02
2140,Ahar,Iran,13.00,98430.84,Lower Middle,Central and Southern Asia,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,260314.26,0.02
2141,Buraydah,Saudi Arabia,101.00,217480.05,High income,Northern Africa and Western Asia,0.02,0.04,0.00,0.00,0.00,0.00,0.03,0.10,2055246.29,0.02
2142,Lankaran,Azerbaijan,34.00,122742.04,Upper Middle,Northern Africa and Western Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,303235.37,0.01
2144,Buurhakaba,Somalia,10.00,128534.03,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,72817.40,0.01
2145,Ambanja,Madagascar,8.00,55235.43,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60415.48,0.01
2146,Po'lati,Uzbekistan,23.00,57517.30,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,176162.15,0.01
2147,Pavlodar,Kazakhstan,59.00,262863.87,Upper Middle,Central and Southern Asia,0.03,0.02,0.00,0.00,0.00,0.00,0.01,0.06,862215.50,0.01
2148,Dowlatabad,Afghanistan,10.00,56833.04,Low income,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33313.69,0.00
2149,Danghara,Tajikistan,15.00,54433.78,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,104645.67,0.01
2150,Shahdadkot,Pakistan,17.00,182157.41,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,45391.30,0.00
2151,Porbandar,India,41.00,231311.61,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,444701.53,0.01
2152,Karakash,China,12.00,66753.79,Upper Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,78233.60,0.01
2153,Laukhi,Nepal,26.00,60790.45,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,74145.68,0.00
2154,Sammanturai,Sri Lanka,11.00,55365.73,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,137342.83,0.01
2155,Rajshahi,Bangladesh,139.00,805559.79,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.04,919761.15,0.01
2156,Magway,Myanmar,27.00,130500.55,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,295093.12,0.01
2157,Phetchaburi,Thailand,23.00,84638.85,Upper Middle,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,350512.71,0.02
2158,Pandan,Indonesia,13.00,84495.88,Upper Middle,Eastern and South-Eastern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,90570.91,0.01
2159,Viên An,Vietnam,29.00,82380.90,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,284688.36,0.01
2160,Kota Bharu,Malaysia,129.00,420612.71,Upper Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,1886563.16,0.01
2161,Dong-an,North Korea,6.00,67198.79,Low income,Eastern and South-Eastern Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.06,31713.23,0.01
2162,Chungju-si,South Korea,18.00,98241.69,High income,Eastern and South-Eastern Asia,0.02,0.04,0.00,0.00,0.00,0.00,0.01,0.08,442568.96,0.02
2163,Luodong,Taiwan,21.00,74847.49,High income,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.05,355949.94,0.02
2164,Yamaguchi,Japan,32.00,83340.42,High income,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.07,560084.86,0.02
2165,Orani,Philippines,41.00,148769.34,Lower Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.04,221744.40,0.01
2166,Campbelltown,Australia,51.00,104043.84,High income,Australia and New Zealand,0.06,0.07,0.01,0.05,0.03,0.03,0.08,0.35,800766.42,0.02
2167,Pleasanton,United States,68.00,133551.76,High income,Northern America,0.03,0.04,0.00,0.00,0.01,0.02,0.06,0.19,1775867.06,0.03
2168,Navojoa,México,31.00,110580.45,Upper Middle,Latin America and the Caribbean,0.04,0.02,0.00,0.00,0.00,0.00,0.01,0.08,596824.31,0.02
2169,San Juan Sacatepéquez,Guatemala,16.00,85399.79,Upper Middle,Latin America and the Caribbean,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,135069.98,0.01
2170,City of Loja,Ecuador,28.00,170979.27,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.02,0.02,0.07,532632.38,0.02
2171,Lima,Peru,984.00,10828103.83,Upper Middle,Latin America and the Caribbean,0.03,0.08,0.02,0.01,0.01,0.13,0.16,0.49,21735807.50,0.02
2172,Cartago,Colombia,17.00,119466.17,Upper Middle,Latin America and the Caribbean,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.06,281938.86,0.02
2173,Contramaestre,Cuba,11.00,70971.38,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,111456.38,0.01
2174,Hinche,Haiti,7.00,64153.28,Lower Middle,Latin America and the Caribbean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76492.65,0.01
2175,Carora,Venezuela,20.00,144425.65,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.03,273143.72,0.01
2176,Sarnia,Canada,43.00,67429.20,High income,Northern America,0.05,0.05,0.00,0.01,0.14,0.01,0.03,0.32,474018.57,0.01
2177,San Felipe,Chile,12.00,72435.59,High income,Latin America and the Caribbean,0.00,0.03,0.00,0.00,0.00,0.00,0.01,0.05,201468.30,0.02
2178,Villa Carlos Paz,Argentina,31.00,70728.51,Upper Middle,Latin America and the Caribbean,0.01,0.05,0.00,0.00,0.01,0.00,0.01,0.10,403733.76,0.01
2179,Sorriso,Brazil,19.00,72270.88,Upper Middle,Latin America and the Caribbean,0.03,0.01,0.00,0.00,0.01,0.01,0.01,0.08,336390.47,0.02
2180,Kolda,Senegal,27.00,199859.81,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,527634.23,0.02
2181,Siguiri,Guinea,42.00,304098.57,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,525982.91,0.01
2182,Settat,Morocco,17.00,157212.75,Lower Middle,Northern Africa and Western Asia,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.07,332164.42,0.02
2183,Korhogo,Côte d'Ivoire,63.00,348793.25,Lower Middle,Sub-Saharan Africa,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.04,923633.98,0.01
2184,Avilés,Spain,20.00,64412.02,High income,Europe,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.10,309686.03,0.02
2185,Timbuktu,Mali,12.00,129745.85,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,228884.78,0.02
2186,Edinburgh,United Kingdom,130.00,530165.30,High income,Europe,0.04,0.03,0.00,0.00,0.02,0.01,0.02,0.14,2880837.46,0.02
2187,Assin Fosu,Ghana,15.00,92069.22,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107817.86,0.01
2188,El Abiodh Sidi Cheikh,Algeria,10.00,150938.55,Lower Middle,Northern Africa and Western Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,140250.82,0.01
2189,Limoges,France,31.00,105730.00,High income,Europe,0.04,0.03,0.00,0.00,0.01,0.00,0.01,0.10,818501.99,0.03
2190,Ikpinlè,Benin,10.00,56050.33,Lower Middle,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,69406.52,0.01
2191,Ikorodu,Nigeria,303.00,863150.48,Lower Middle,Sub-Saharan Africa,0.01,0.03,0.00,0.00,0.01,0.00,0.02,0.07,3331875.75,0.01
2192,Hilversum,Netherlands,18.00,84040.58,High income,Europe,0.02,0.03,0.01,0.00,0.06,0.01,0.01,0.15,526796.05,0.03
2193,Lüdenscheid,Germany,19.00,58684.39,High income,Europe,0.06,0.03,0.00,0.00,0.02,0.01,0.01,0.14,424003.93,0.02
2194,Arlit,Niger,12.00,121919.91,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,221162.73,0.02
2195,Brescia,Italy,82.00,243287.42,High income,Europe,0.10,0.04,0.00,0.00,0.02,0.02,0.01,0.21,1720327.33,0.02
2196,Jemmal,Tunisia,13.00,54454.70,Lower Middle,Northern Africa and Western Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,219071.92,0.02
2197,Bafia,Cameroon,17.00,86252.59,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,135605.21,0.01
2198,Gdansk,Poland,108.00,398019.17,High income,Europe,0.05,0.05,0.00,0.00,0.01,0.01,0.02,0.15,3979931.46,0.04
2199,Seles,Angola,11.00,77139.59,Lower Middle,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35692.89,0.00
2200,Bandundu,Democratic Republic of the Congo,30.00,178670.62,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,424373.77,0.01
2201,Sarh,Chad,29.00,249114.64,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,372811.31,0.01
2202,Botoșani,Romania,17.00,98974.89,High income,Europe,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.05,278858.75,0.02
2203,Motherwell,South Africa,26.00,167327.14,Upper Middle,Sub-Saharan Africa,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.07,377400.22,0.01
2204,Bila Tserkva,Ukraine,36.00,185037.62,Lower Middle,Europe,0.06,0.02,0.00,0.00,0.00,0.00,0.01,0.11,703105.23,0.02
2205,Söke,Turkey,14.00,84212.53,Upper Middle,Northern Africa and Western Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,220534.43,0.02
2207,Klin,Russia,14.00,57428.58,Upper Middle,Europe,0.04,0.01,0.00,0.01,0.01,0.00,0.00,0.08,200766.55,0.01
2208,Qaryat Salah al Din,Egypt,16.00,51591.63,Lower Middle,Northern Africa and Western Asia,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.06,197232.49,0.01
2209,Kapiri Mposhi,Zambia,21.00,110231.52,Lower Middle,Sub-Saharan Africa,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.05,228221.26,0.01
2210,Nazareth,Israel,32.00,216268.35,High income,Northern Africa and Western Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.04,505262.71,0.02
2211,Homs,Syria,107.00,913553.77,Low income,Northern Africa and Western Asia,0.05,0.02,0.00,0.00,0.00,0.00,0.01,0.09,1560893.43,0.01
2212,Mbalizi,Tanzania,19.00,84221.03,Lower Middle,Sub-Saharan Africa,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.03,251820.30,0.01
2213,Iganga,Uganda,31.00,147409.73,Low income,Sub-Saharan Africa,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.04,201363.04,0.01
2214,Kapoeta,South Sudan,12.00,345376.75,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71626.24,0.01
2215,Caia,Mozambique,11.00,59906.01,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,120698.57,0.01
2216,Agaro,Ethiopia,25.00,118709.43,Low income,Sub-Saharan Africa,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,139711.62,0.01
2217,Kitengela,Kenya,33.00,105486.47,Lower Middle,Sub-Saharan Africa,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.04,398966.20,0.01
2218,Hīt,Iraq,11.00,67707.68,Upper Middle,Northern Africa and Western Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.06,120689.89,0.01
2219,Saqqez,Iran,19.00,139018.03,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,416646.55,0.02
2220,Unaizah,Saudi Arabia,48.00,186213.74,High income,Northern Africa and Western Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.05,928063.84,0.02
2221,Baku,Azerbaijan,340.00,1973053.91,Upper Middle,Northern Africa and Western Asia,0.02,0.04,0.00,0.00,0.00,0.01,0.00,0.08,6042358.79,0.02
2224,Antsiramandroso,Madagascar,47.00,310056.23,Low income,Sub-Saharan Africa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53198.14,0.00
2225,Kattakurgan,Uzbekistan,50.00,148079.11,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,377380.75,0.01
2226,Koh-i-Sayad,Afghanistan,24.00,132414.23,Low income,Central and Southern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53834.43,0.00
2227,Jetisay,Kazakhstan,15.00,61506.77,Upper Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,184645.45,0.01
2228,Isfara,Tajikistan,19.00,74925.61,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,212615.74,0.01
2229,Dera Murad Jamali,Pakistan,9.00,56216.05,Lower Middle,Central and Southern Asia,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,149591.40,0.02
2230,Gandhidham,India,64.00,307941.22,Lower Middle,Central and Southern Asia,0.04,0.02,0.00,0.00,0.00,0.01,0.00,0.08,934485.58,0.01
2231,Hotan,China,32.00,216546.40,Upper Middle,Eastern and South-Eastern Asia,0.06,0.02,0.00,0.00,0.00,0.00,0.00,0.09,235204.29,0.01
2232,Inaruwa,Nepal,76.00,270224.92,Lower Middle,Central and Southern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,343615.98,0.00
2233,Kalmunai,Sri Lanka,25.00,114303.35,Lower Middle,Central and Southern Asia,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,247875.52,0.01
2234,Kakina,Bangladesh,35.00,74033.31,Lower Middle,Central and Southern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.02,64080.91,0.00
2235,Shwegu,Myanmar,13.00,72144.75,Lower Middle,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70270.09,0.01
2236,Ban Phaeo,Thailand,54.00,144651.00,Upper Middle,Eastern and South-Eastern Asia,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.05,399378.55,0.01
2237,Perbaungan,Indonesia,10.00,66037.15,Upper Middle,Eastern and South-Eastern Asia,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.09,114303.96,0.01
2238,Đại Nghĩa,Vietnam,23.00,79652.87,Lower Middle,Eastern and South-Eastern Asia,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.03,203022.95,0.01
2239,Malacca City,Malaysia,204.00,544035.19,Upper Middle,Eastern and South-Eastern Asia,0.04,0.02,0.00,0.00,0.00,0.00,0.01,0.09,3105759.93,0.02
2240,전평동,North Korea,5.00,72022.61,Low income,Eastern and South-Eastern Asia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,22663.55,0.00
2241,Daejeon,South Korea,204.00,1504228.78,High income,Eastern and South-Eastern Asia,0.02,0.05,0.00,0.00,0.00,0.02,0.05,0.16,3948301.99,0.02
2242,Hualien,Taiwan,53.00,137532.65,High income,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.02,0.07,723009.53,0.01
2243,Tomakomai,Japan,65.00,139137.24,High income,Eastern and South-Eastern Asia,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.05,1388637.95,0.02
2244,Bayombong,Philippines,19.00,84948.22,Lower Middle,Eastern and South-Eastern Asia,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,183411.31,0.01
2245,Penrith,Australia,43.00,93483.56,High income,Australia and New Zealand,0.02,0.02,0.00,0.01,0.01,0.03,0.14,0.26,993977.99,0.02
2246,Concord,United States,142.00,285552.81,High income,Northern America,0.10,0.07,0.00,0.01,0.01,0.02,0.06,0.31,2964447.02,0.02
2247,Guasave,México,20.00,84062.20,Upper Middle,Latin America and the Caribbean,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.05,351550.81,0.02
2248,Grufes Sector de Mujere,Guatemala,9.00,63828.92,Upper Middle,Latin America and the Caribbean,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.03,79389.47,0.01
